SUBJECT_ID	PARENT_ID	TYPE	TIMEPOINT	POPULATION	SUPER_POPULATION	FAMILY_ID	GENDER	RELATIONSHIP	FAMILY_TYPE	
HG02277		PATIENT 		PEL	Ad Mixed American	PEL48	MALE	FATHER	TRIO	
HG02278		PATIENT 		PEL	Ad Mixed American	PEL48	FEMALE	MOTHER	TRIO	
HG02279		PATIENT 		PEL	Ad Mixed American	PEL48	MALE	CHILD	TRIO	
HG02280		PATIENT 		ACB	African	BB23	FEMALE	CHILD	TRIO	
HG02281		PATIENT 		ACB	African	BB24	MALE	FATHER	TRIO	
HG02282		PATIENT 		ACB	African	BB24	FEMALE	MOTHER	UNREL	
HG02283		PATIENT 		ACB	African	BB25	MALE		UNREL	
HG02284		PATIENT 		ACB	African	BB26	MALE		TRIO	
HG02285		PATIENT 		PEL	Ad Mixed American	PEL49	MALE	FATHER	TRIO	
HG02286		PATIENT 		PEL	Ad Mixed American	PEL49	FEMALE	MOTHER	TRIO	
HG02287		PATIENT 		PEL	Ad Mixed American	PEL49	FEMALE	CHILD	TRIO	
HG02291		PATIENT 		PEL	Ad Mixed American	PEL51	MALE	FATHER	TRIO	
HG02292		PATIENT 		PEL	Ad Mixed American	PEL51	FEMALE	MOTHER	TRIO	
HG02293		PATIENT 		PEL	Ad Mixed American	PEL51	FEMALE	CHILD	TRIO	
HG02298		PATIENT 		PEL	Ad Mixed American	PEL52	FEMALE	MOTHER	TRIO	
HG02299		PATIENT 		PEL	Ad Mixed American	PEL52	MALE	FATHER	TRIO	
HG02300		PATIENT 		PEL	Ad Mixed American	PEL52	MALE	CHILD	TRIO	
HG02301		PATIENT 		PEL	Ad Mixed American	PEL53	FEMALE	MOTHER	TRIO	
HG02302		PATIENT 		PEL	Ad Mixed American	PEL53	MALE	FATHER	TRIO	
HG02303		PATIENT 		PEL	Ad Mixed American	PEL53	FEMALE	CHILD	TRIO	
HG02307		PATIENT 		ACB	African	BB23	MALE	FATHER	TRIO	
HG02308		PATIENT 		ACB	African	BB23	FEMALE	MOTHER	UNREL	
HG02309		PATIENT 		ACB	African	BB25a	FEMALE		TRIO	
HG02314		PATIENT 		ACB	African	BB22	MALE	FATHER	TRIO	
HG02315		PATIENT 		ACB	African	BB22	FEMALE	MOTHER	TRIO	
HG02316		PATIENT 		ACB	African	BB27	FEMALE	CHILD	TRIO	
HG02317		PATIENT 		ACB	African	BB27	MALE	FATHER	TRIO	
HG02318		PATIENT 		ACB	African	BB27	FEMALE	MOTHER	TRIO	
HG02321		PATIENT 		ACB	African	BB24	FEMALE	CHILD	UNREL	
HG02322		PATIENT 		ACB	African	BB28	FEMALE		UNREL	
HG02323		PATIENT 		ACB	African	BB29	MALE		UNREL	
HG02325		PATIENT 		ACB	African	BB30	FEMALE		UNREL	
HG02330		PATIENT 		ACB	African	BB33	MALE		UNREL	
HG02332		PATIENT 		ACB	African	BB16a	MALE		UNREL	
HG02334		PATIENT 		ACB	African	BB32	MALE		UNREL	
HG02337		PATIENT 		ACB	African	BB31	FEMALE		UNREL	
HG02339		PATIENT 		ACB	African	BB34	FEMALE		UNREL	
HG02343		PATIENT 		ACB	African	BB35	MALE		UNREL	
HG02351		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02353		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02355		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02356		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02360		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02363		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02364		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02367		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02371		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02372		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02373		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02374		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02375		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02377		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02379		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02380		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02381		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02382		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02383		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02384		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02385		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02386		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02387		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02388		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02389		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02390		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02391		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02392		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02394		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02395		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02396		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02397		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02398		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02399		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02401		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02402		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02406		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02407		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02409		PATIENT 		CDX	East Asian		MALE		UNREL	
HG02419		PATIENT 		ACB	African	BB36	FEMALE		TRIO	
HG02420		PATIENT 		ACB	African	BB37	MALE	FATHER	TRIO	
HG02427		PATIENT 		ACB	African	BB37	FEMALE	MOTHER	TRIO	
HG02428		PATIENT 		ACB	African	BB37	MALE	CHILD	UNREL	
HG02429		PATIENT 		ACB	African	BB39	MALE		UNREL	
HG02433		PATIENT 		ACB	African	BB41	MALE		UNREL	
HG02436		PATIENT 		ACB	African	BB40	MALE		UNREL	
HG02442		PATIENT 		ACB	African	BB43	MALE		UNREL	
HG02445		PATIENT 		ACB	African	BB44	MALE		TRIO	
HG02449		PATIENT 		ACB	African	BB46	MALE	FATHER	TRIO	
HG02450		PATIENT 		ACB	African	BB46	FEMALE	MOTHER	TRIO	
HG02451		PATIENT 		ACB	African	BB46	FEMALE	CHILD	UNREL	
HG02470		PATIENT 		ACB	African	BB49	MALE		UNREL	
HG02471		PATIENT 		ACB	African	BB49a	FEMALE		TRIO	
HG02478		PATIENT 		ACB	African	BB53	MALE	FATHER	TRIO	
HG02479		PATIENT 		ACB	African	BB53	FEMALE	MOTHER	TRIO	
HG02480		PATIENT 		ACB	African	BB53	FEMALE	CHILD	TRIO	
HG02484		PATIENT 		ACB	African	BB55	MALE	FATHER	TRIO	
HG02485		PATIENT 		ACB	African	BB55	FEMALE	MOTHER	TRIO	
HG02486		PATIENT 		ACB	African	BB55	MALE	CHILD	UNREL	
HG02489		PATIENT 		ACB	African	BB45	MALE		UNREL	
HG02496		PATIENT 		ACB	African	BB57	MALE		UNREL	
HG02497		PATIENT 		ACB	African	BB57a	FEMALE		UNREL	
HG02508		PATIENT 		ACB	African	BB60	FEMALE		UNREL	
HG02511		PATIENT 		ACB	African	BB56	FEMALE		TRIO	
HG02512		PATIENT 		KHV	East Asian	VN087	MALE	FATHER	TRIO	
HG02513		PATIENT 		KHV	East Asian	VN087	FEMALE	MOTHER	TRIO	
HG02514		PATIENT 		KHV	East Asian	VN087	MALE	CHILD	TRIO	
HG02521		PATIENT 		KHV	East Asian	VN090	MALE	FATHER	TRIO	
HG02522		PATIENT 		KHV	East Asian	VN090	FEMALE	MOTHER	TRIO	
HG02523		PATIENT 		KHV	East Asian	VN090	FEMALE	CHILD	UNREL	
HG02537		PATIENT 		ACB	African	BB61	FEMALE		UNREL	
NA06984		PATIENT 		CEU	European	1328	MALE	FATHER	TRIO	
NA06985		PATIENT 		CEU	European	1341	FEMALE	MAT GRANDMOTHER	TRIO	
NA06986		PATIENT 		CEU	European	13291	MALE	MAT GRANDFATHER	TRIO	
NA06989		PATIENT 		CEU	European	1328	FEMALE	MOTHER	TRIO	
NA06991		PATIENT 		CEU	European	1341	FEMALE	MOTHER	TRIO	
NA06993		PATIENT 		CEU	European	1341	MALE	MAT GRANDFATHER	TRIO	
NA06994		PATIENT 		CEU	European	1340	MALE	PAT GRANDFATHER	TRIO	
NA06995		PATIENT 		CEU	European	13291	MALE	FATHER	TRIO	
NA06997		PATIENT 		CEU	European	13291	FEMALE	MOTHER	TRIO	
NA07000		PATIENT 		CEU	European	1340	FEMALE	PAT GRANDMOTHER	TRIO	
NA07014		PATIENT 		CEU	European	13292	FEMALE	MOTHER	TRIO	
NA07019		PATIENT 		CEU	European	1340	FEMALE	MOTHER	TRIO	
NA07022		PATIENT 		CEU	European	1340	MALE	MAT GRANDFATHER	TRIO	
NA07029		PATIENT 		CEU	European	1340	MALE	FATHER	TRIO	
NA07031		PATIENT 		CEU	European	13292	FEMALE	MAT GRANDMOTHER	TRIO	
NA07034		PATIENT 		CEU	European	1341	MALE	PAT GRANDFATHER	TRIO	
NA07037		PATIENT 		CEU	European	13291	FEMALE	PAT GRANDMOTHER	TRIO	
NA07045		PATIENT 		CEU	European	13291	FEMALE	MAT GRANDMOTHER	TRIO	
NA07048		PATIENT 		CEU	European	1341	MALE	FATHER	TRIO	
NA07051		PATIENT 		CEU	European	13292	MALE	MAT GRANDFATHER	TRIO	
NA07055		PATIENT 		CEU	European	1341	FEMALE	PAT GRANDMOTHER	TRIO	
NA07056		PATIENT 		CEU	European	1340	FEMALE	MAT GRANDMOTHER	TRIO	
NA07340		PATIENT 		CEU	European	1331	FEMALE	PAT GRANDMOTHER	UNREL	
NA07345		PATIENT 		CEU	European	1345	FEMALE	MAT GRANDMOTHER	TRIO	
NA07346		PATIENT 		CEU	European	1345	FEMALE	PAT GRANDMOTHER	TRIO	
NA07347		PATIENT 		CEU	European	1345	MALE	PAT GRANDFATHER	TRIO	
NA07348		PATIENT 		CEU	European	1345	FEMALE	MOTHER	TRIO	
NA07349		PATIENT 		CEU	European	1345	MALE	FATHER	TRIO	
NA07357		PATIENT 		CEU	European	1345	MALE	MAT GRANDFATHER	TRIO	
NA07435		PATIENT 		CEU	European	13291	MALE	PAT GRANDFATHER	TRIO	
NA10830		PATIENT 		CEU	European	1408	MALE	FATHER	TRIO	
NA10831		PATIENT 		CEU	European	1408	FEMALE	MOTHER	TRIO	
NA10835		PATIENT 		CEU	European	1416	MALE	FATHER	TRIO	
NA10836		PATIENT 		CEU	European	1418	FEMALE	MOTHER	TRIO	
NA10837		PATIENT 		CEU	European	1418	MALE	FATHER	TRIO	
NA10838		PATIENT 		CEU	European	1420	MALE	FATHER	TRIO	
NA10839		PATIENT 		CEU	European	1420	FEMALE	MOTHER	TRIO	
NA10840		PATIENT 		CEU	European	1421	FEMALE	MOTHER	TRIO	
NA10842		PATIENT 		CEU	European	1423	MALE	FATHER	TRIO	
NA10843		PATIENT 		CEU	European	1423	FEMALE	MOTHER	TRIO	
NA10845		PATIENT 		CEU	European	1424	MALE	FATHER	TRIO	
NA10846		PATIENT 		CEU	European	1334	MALE	FATHER	TRIO	
NA10847		PATIENT 		CEU	European	1334	FEMALE	MOTHER	TRIO	
NA10850		PATIENT 		CEU	European	1344	FEMALE	MOTHER	DUO	
NA10851		PATIENT 		CEU	European	1344	MALE	FATHER	TRIO	
NA10852		PATIENT 		CEU	European	1346	FEMALE	MOTHER	DUO	
NA10853		PATIENT 		CEU	European	1349	MALE	FATHER	DUO	
NA10854		PATIENT 		CEU	European	1349	FEMALE	MOTHER	TRIO	
NA10855		PATIENT 		CEU	European	1350	FEMALE	MOTHER	TRIO	
NA10856		PATIENT 		CEU	European	1350	MALE	FATHER	TRIO	
NA10857		PATIENT 		CEU	European	1346	MALE	FATHER	TRIO	
NA10859		PATIENT 		CEU	European	1347	FEMALE	MOTHER	TRIO	
NA10860		PATIENT 		CEU	European	1362	MALE	FATHER	TRIO	
NA10861		PATIENT 		CEU	European	1362	FEMALE	MOTHER	TRIO	
NA10863		PATIENT 		CEU	European	1375	FEMALE	MOTHER	TRIO	
NA10864		PATIENT 		CEU	European	1377	FEMALE	MOTHER	TRIO	
NA10865		PATIENT 		CEU	European	1377	MALE	FATHER	TRIO	
NA11829		PATIENT 		CEU	European	1350	MALE	PAT GRANDFATHER	TRIO	
NA11830		PATIENT 		CEU	European	1350	FEMALE	PAT GRANDMOTHER	TRIO	
NA11831		PATIENT 		CEU	European	1350	MALE	MAT GRANDFATHER	TRIO	
NA11832		PATIENT 		CEU	European	1350	FEMALE	MAT GRANDMOTHER	TRIO	
NA11839		PATIENT 		CEU	European	1349	MALE	MAT GRANDFATHER	TRIO	
NA11840		PATIENT 		CEU	European	1349	FEMALE	MAT GRANDMOTHER	TRIO	
NA11843		PATIENT 		CEU	European	1349	MALE	PAT GRANDFATHER	DUO	
NA11881		PATIENT 		CEU	European	1347	MALE	MAT GRANDFATHER	TRIO	
NA11882		PATIENT 		CEU	European	1347	FEMALE	MAT GRANDMOTHER	TRIO	
NA11891		PATIENT 		CEU	European	1377	MALE	PAT GRANDFATHER	TRIO	
NA11892		PATIENT 		CEU	European	1377	FEMALE	PAT GRANDMOTHER	TRIO	
NA11893		PATIENT 		CEU	European	1377	MALE	MAT GRANDFATHER	TRIO	
NA11894		PATIENT 		CEU	European	1377	FEMALE	MAT GRANDMOTHER	TRIO	
NA11917		PATIENT 		CEU	European	1423	MALE	PAT GRANDFATHER	TRIO	
NA11918		PATIENT 		CEU	European	1423	FEMALE	PAT GRANDMOTHER	TRIO	
NA11919		PATIENT 		CEU	European	1423	MALE	MAT GRANDFATHER	TRIO	
NA11920		PATIENT 		CEU	European	1423	FEMALE	MAT GRANDMOTHER	TRIO	
NA11930		PATIENT 		CEU	European	1424	MALE	PAT GRANDFATHER	TRIO	
NA11931		PATIENT 		CEU	European	1424	FEMALE	PAT GRANDMOTHER	TRIO	
NA11932		PATIENT 		CEU	European	1424a	MALE	MAT GRANDFATHER	UNREL	
NA11933		PATIENT 		CEU	European	1424b	FEMALE	MAT GRANDMOTHER	UNREL	
NA11992		PATIENT 		CEU	European	1362	MALE	PAT GRANDFATHER	TRIO	
NA11993		PATIENT 		CEU	European	1362	FEMALE	PAT GRANDMOTHER	TRIO	
NA11994		PATIENT 		CEU	European	1362	MALE	MAT GRANDFATHER	TRIO	
NA11995		PATIENT 		CEU	European	1362	FEMALE	MAT GRANDMOTHER	TRIO	
NA12003		PATIENT 		CEU	European	1420	MALE	PAT GRANDFATHER	TRIO	
NA12004		PATIENT 		CEU	European	1420	FEMALE	PAT GRANDMOTHER	TRIO	
NA12005		PATIENT 		CEU	European	1420	MALE	MAT GRANDFATHER	TRIO	
NA12006		PATIENT 		CEU	European	1420	FEMALE	MAT GRANDMOTHER	TRIO	
NA12043		PATIENT 		CEU	European	1346	MALE	PAT GRANDFATHER	TRIO	
NA12044		PATIENT 		CEU	European	1346	FEMALE	PAT GRANDMOTHER	TRIO	
NA12045		PATIENT 		CEU	European	1346	MALE	MAT GRANDFATHER	DUO	
NA12046		PATIENT 		CEU	European	1346	FEMALE	MAT GRANDMOTHER	UNREL	
NA12056		PATIENT 		CEU	European	1344	MALE	PAT GRANDFATHER	TRIO	
NA12057		PATIENT 		CEU	European	1344	FEMALE	PAT GRANDMOTHER	TRIO	
NA12058		PATIENT 		CEU	European	1344	FEMALE	MAT GRANDMOTHER	DUO	
NA12096		PATIENT 		CEU	European	1332	MALE	PAT GRANDFATHER	UNREL	
NA12097		PATIENT 		CEU	European	1332a	FEMALE	PAT GRANDMOTHER	UNREL	
NA12144		PATIENT 		CEU	European	1334	MALE	PAT GRANDFATHER	TRIO	
NA12145		PATIENT 		CEU	European	1334	FEMALE	PAT GRANDMOTHER	TRIO	
NA12146		PATIENT 		CEU	European	1334	MALE	MAT GRANDFATHER	TRIO	
NA12154		PATIENT 		CEU	European	1408	MALE	PAT GRANDFATHER	TRIO	
NA12155		PATIENT 		CEU	European	1408	MALE	MAT GRANDFATHER	TRIO	
NA12156		PATIENT 		CEU	European	1408	FEMALE	MAT GRANDMOTHER	TRIO	
NA12234		PATIENT 		CEU	European	1375	FEMALE	MAT GRANDMOTHER	TRIO	
NA12236		PATIENT 		CEU	European	1408	FEMALE	PAT GRANDMOTHER	TRIO	
NA12239		PATIENT 		CEU	European	1334	FEMALE	MAT GRANDMOTHER	TRIO	
NA12248		PATIENT 		CEU	European	1416	MALE	PAT GRANDFATHER	TRIO	
NA12249		PATIENT 		CEU	European	1416	FEMALE	PAT GRANDMOTHER	TRIO	
NA12264		PATIENT 		CEU	European	1375	MALE	MAT GRANDFATHER	TRIO	
NA12272		PATIENT 		CEU	European	1418	MALE	PAT GRANDFATHER	TRIO	
NA12273		PATIENT 		CEU	European	1418	FEMALE	PAT GRANDMOTHER	TRIO	
NA12274		PATIENT 		CEU	European	1418	MALE	MAT GRANDFATHER	TRIO	
NA12275		PATIENT 		CEU	European	1418	FEMALE	MAT GRANDMOTHER	TRIO	
NA12282		PATIENT 		CEU	European	1421a	MALE	PAT GRANDFATHER	UNREL	
NA12283		PATIENT 		CEU	European	1421b	FEMALE	PAT GRANDMOTHER	UNREL	
NA12286		PATIENT 		CEU	European	1421	MALE	MAT GRANDFATHER	TRIO	
NA12287		PATIENT 		CEU	European	1421	FEMALE	MAT GRANDMOTHER	TRIO	
NA12329		PATIENT 		CEU	European	1328	FEMALE	CHILD	TRIO	
NA12335		PATIENT 		CEU	European	1330	MALE	FATHER	TRIO	
NA12336		PATIENT 		CEU	European	1330	FEMALE	MOTHER	TRIO	
NA12340		PATIENT 		CEU	European	1330	MALE	PAT GRANDFATHER	TRIO	
NA12341		PATIENT 		CEU	European	1330	FEMALE	PAT GRANDMOTHER	TRIO	
NA12342		PATIENT 		CEU	European	1330	MALE	MAT GRANDFATHER	TRIO	
NA12343		PATIENT 		CEU	European	1330	FEMALE	MAT GRANDMOTHER	TRIO	
NA12344		PATIENT 		CEU	European	13281	MALE	FATHER	TRIO	
NA12347		PATIENT 		CEU	European	13281	MALE	PAT GRANDFATHER	TRIO	
NA12348		PATIENT 		CEU	European	13281	FEMALE	PAT GRANDMOTHER	TRIO	
NA12375		PATIENT 		CEU	European	1353	MALE	FATHER	TRIO	
NA12376		PATIENT 		CEU	European	1353	FEMALE	MOTHER	TRIO	
NA12383		PATIENT 		CEU	European	1353	FEMALE	PAT GRANDMOTHER	TRIO	
NA12386		PATIENT 		CEU	European	1354	FEMALE	MOTHER	TRIO	
NA12399		PATIENT 		CEU	European	1354	MALE	MAT GRANDFATHER	TRIO	
NA12400		PATIENT 		CEU	European	1354	FEMALE	MAT GRANDMOTHER	TRIO	
NA12413		PATIENT 		CEU	European	1355	MALE	PAT GRANDFATHER	TRIO	
NA12414		PATIENT 		CEU	European	1355	FEMALE	PAT GRANDMOTHER	TRIO	
NA12485		PATIENT 		CEU	European	1355	MALE	FATHER	TRIO	
NA12489		PATIENT 		CEU	European	1353	FEMALE	MAT GRANDMOTHER	TRIO	
NA12546		PATIENT 		CEU	European	1353	MALE	MAT GRANDFATHER	TRIO	
NA12707		PATIENT 		CEU	European	1358	MALE	FATHER	TRIO	
NA12708		PATIENT 		CEU	European	1358	FEMALE	MOTHER	DUO	
NA12716		PATIENT 		CEU	European	1358	MALE	PAT GRANDFATHER	TRIO	
NA12717		PATIENT 		CEU	European	1358	FEMALE	PAT GRANDMOTHER	TRIO	
NA12718		PATIENT 		CEU	European	1358	FEMALE	MAT GRANDMOTHER	DUO	
NA12739		PATIENT 		CEU	European	1444	MALE	FATHER	TRIO	
NA12740		PATIENT 		CEU	European	1444	FEMALE	MOTHER	TRIO	
NA12748		PATIENT 		CEU	European	1444	MALE	PAT GRANDFATHER	TRIO	
NA12749		PATIENT 		CEU	European	1444	FEMALE	PAT GRANDMOTHER	TRIO	
NA12750		PATIENT 		CEU	European	1444	MALE	MAT GRANDFATHER	TRIO	
NA12751		PATIENT 		CEU	European	1444	FEMALE	MAT GRANDMOTHER	TRIO	
NA12752		PATIENT 		CEU	European	1447	MALE	FATHER	TRIO	
NA12753		PATIENT 		CEU	European	1447	FEMALE	MOTHER	TRIO	
NA12760		PATIENT 		CEU	European	1447	MALE	PAT GRANDFATHER	TRIO	
NA12761		PATIENT 		CEU	European	1447	FEMALE	PAT GRANDMOTHER	TRIO	
NA12762		PATIENT 		CEU	European	1447	MALE	MAT GRANDFATHER	TRIO	
NA12763		PATIENT 		CEU	European	1447	FEMALE	MAT GRANDMOTHER	TRIO	
NA12766		PATIENT 		CEU	European	1451	MALE	FATHER	TRIO	
NA12767		PATIENT 		CEU	European	1451	FEMALE	MOTHER	TRIO	
NA12775		PATIENT 		CEU	European	1451	MALE	PAT GRANDFATHER	TRIO	
NA12776		PATIENT 		CEU	European	1451	FEMALE	PAT GRANDMOTHER	TRIO	
NA12777		PATIENT 		CEU	European	1451	MALE	MAT GRANDFATHER	TRIO	
NA12778		PATIENT 		CEU	European	1451	FEMALE	MAT GRANDMOTHER	TRIO	
NA12801		PATIENT 		CEU	European	1454	MALE	FATHER	TRIO	
NA12802		PATIENT 		CEU	European	1454	FEMALE	MOTHER	TRIO	
NA12812		PATIENT 		CEU	European	1454	MALE	PAT GRANDFATHER	TRIO	
NA12813		PATIENT 		CEU	European	1454	FEMALE	PAT GRANDMOTHER	TRIO	
NA12814		PATIENT 		CEU	European	1454	MALE	MAT GRANDFATHER	TRIO	
NA12815		PATIENT 		CEU	European	1454	FEMALE	MAT GRANDMOTHER	TRIO	
NA12817		PATIENT 		CEU	European	1456	MALE	FATHER	TRIO	
NA12818		PATIENT 		CEU	European	1456	FEMALE	MOTHER	TRIO	
NA12827		PATIENT 		CEU	European	1456	MALE	PAT GRANDFATHER	TRIO	
NA12828		PATIENT 		CEU	European	1456	FEMALE	PAT GRANDMOTHER	TRIO	
NA12829		PATIENT 		CEU	European	1456	MALE	MAT GRANDFATHER	TRIO	
NA12830		PATIENT 		CEU	European	1456	FEMALE	MAT GRANDMOTHER	TRIO	
NA12832		PATIENT 		CEU	European	1458	FEMALE	MOTHER	TRIO	
NA12842		PATIENT 		CEU	European	1458	MALE	MAT GRANDFATHER	TRIO	
NA12843		PATIENT 		CEU	European	1458	FEMALE	MAT GRANDMOTHER	TRIO	
NA12864		PATIENT 		CEU	European	1459	MALE	FATHER	TRIO	
NA12865		PATIENT 		CEU	European	1459	FEMALE	MOTHER	TRIO	
NA12872		PATIENT 		CEU	European	1459	MALE	PAT GRANDFATHER	TRIO	
NA12873		PATIENT 		CEU	European	1459	FEMALE	PAT GRANDMOTHER	TRIO	
NA12874		PATIENT 		CEU	European	1459	MALE	MAT GRANDFATHER	TRIO	
NA12875		PATIENT 		CEU	European	1459	FEMALE	MAT GRANDMOTHER	TRIO	
NA12877		PATIENT 		CEU	European	1463	MALE	FATHER	TRIO	
NA12878		PATIENT 		CEU	European	1463	FEMALE	MOTHER	TRIO	
NA12889		PATIENT 		CEU	European	1463	MALE	PAT GRANDFATHER	TRIO	
NA12890		PATIENT 		CEU	European	1463	FEMALE	PAT GRANDMOTHER	TRIO	
NA12891		PATIENT 		CEU	European	1463	MALE	MAT GRANDFATHER	TRIO	
NA12892		PATIENT 		CEU	European	1463	FEMALE	MAT GRANDMOTHER	TRIO	
NA17962		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17963		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17965		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17966		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17967		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17968		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17969		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17970		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17971		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17972		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17973		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17974		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17975		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17976		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17977		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17978		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17979		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17980		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17981		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17982		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17983		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17986		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17987		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17988		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17989		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17990		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17991		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17992		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17993		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17994		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17995		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17996		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17997		PATIENT 		CHD	East Asian		MALE		UNREL	
NA17998		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA17999		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18000		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18101		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18102		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18103		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18104		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18105		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18106		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18107		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18108		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18109		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18110		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18111		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18112		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18113		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18114		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18115		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18116		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18117		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18118		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18119		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18120		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18122		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18123		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18124		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18125		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18126		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18127		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18128		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18129		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18130		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18131		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18132		PATIENT 		CHD	East Asian		MALE		UNREL	
