V1	V2
ILMN_1681467	RAB11FIP4
ILMN_1697088	ARMC5
ILMN_1677166	LOC442382
ILMN_1689635	FSCN3
ILMN_1810593	LRRC7
ILMN_1723642	LOC647193
ILMN_1659327	LOC283683
ILMN_1846110	
ILMN_1659028	LOC649971
ILMN_1727740	SYNCRIP
ILMN_1885051	
ILMN_1853176	
ILMN_1711189	EXOSC10
ILMN_1670796	EXOSC10
ILMN_1862553	
ILMN_1786213	LOC646198
ILMN_2405324	IL28RA
ILMN_1791889	C6orf25
ILMN_1667402	LOC644763
ILMN_1895568	
ILMN_1727287	PHF20L1
ILMN_1717854	TRMT11
ILMN_1805481	TRMT11
ILMN_1761148	TRMT11
ILMN_1856564	
ILMN_1727348	NMD3
ILMN_1775011	NOL10
ILMN_1870438	
ILMN_1736923	LOC651936
ILMN_1785455	LOC642397
ILMN_1677091	LOC648600
ILMN_1849615	
ILMN_1699070	LOC651208
ILMN_2364110	GBA
ILMN_1755123	GBA
ILMN_1915234	
ILMN_1894397	
ILMN_1712803	CCNB1
ILMN_1819485	
ILMN_2343332	TAF9
ILMN_1722772	LOC651398
ILMN_1690454	C3orf54
ILMN_1774547	MPRIP
ILMN_1743097	XRCC6
ILMN_2166506	XRCC6
ILMN_1845982	
ILMN_1779547	HPSE
ILMN_1652259	LOC644311
ILMN_1670038	EXOC3L2
ILMN_1816567	
ILMN_1834788	
ILMN_1653828	CHFR
ILMN_2412024	JMJD6
ILMN_1729165	TCEAL6
ILMN_1665060	LOC643888
ILMN_2316878	PTPRO
ILMN_1893238	
ILMN_1744647	CAND1
ILMN_1902758	
ILMN_1749846	OMD
ILMN_2398294	TEPP
ILMN_2289473	TEPP
ILMN_1695263	SH2D5
ILMN_1789162	MAB21L2
ILMN_1704332	LOC654147
ILMN_1663364	C8orf30A
ILMN_1655904	ROR1
ILMN_1665795	ROR1
ILMN_1693986	WHAMML1
ILMN_1661897	WHAMML1
ILMN_1758390	WHAMML1
ILMN_1741572	AKAP8
ILMN_2123743	FCER1G
ILMN_1810267	DNHD1
ILMN_2320672	UNC45B
ILMN_1839284	
ILMN_1799848	ANKRD22
ILMN_1688435	LOC155060
ILMN_1849279	
ILMN_1754017	C4orf21
ILMN_1702309	LOC400968
ILMN_1659895	MSN
ILMN_1698770	C5orf33
ILMN_2319000	MATK
ILMN_2391900	SLC26A6
ILMN_1785252	SLC26A6
ILMN_1708922	ABL1
ILMN_1854914	
ILMN_1781654	C10orf93
ILMN_2232084	ABCA11
ILMN_1693438	FBXL12
ILMN_1796743	LOC652335
ILMN_1768466	LOC645010
ILMN_1702197	C9orf140
ILMN_1855655	
ILMN_1859990	
ILMN_1717733	LOC650566
ILMN_1726696	LOC646302
ILMN_1665397	ZNF445
ILMN_1770896	LOC644379
ILMN_1780613	LOC222967
ILMN_2327181	GEMIN7
ILMN_2199971	OR5M8
ILMN_1907990	
ILMN_1906765	
ILMN_1678234	MGC44328
ILMN_2327947	SLC25A25
ILMN_1791728	SLC25A25
ILMN_2206307	TLL2
ILMN_1859208	
ILMN_1789095	BMPR2
ILMN_1767632	LOC651886
ILMN_1905326	
ILMN_1768911	LOC644413
ILMN_1726257	SSX7
ILMN_1855566	
ILMN_1658571	LOC642280
ILMN_2281320	LAT
ILMN_2064917	AGGF1
ILMN_2085258	OR4D10
ILMN_2397571	PIGC
ILMN_1723632	PIGC
ILMN_1872105	
ILMN_1789314	LOC641823
ILMN_1702413	LRRC67
ILMN_1780197	TBC1D24
ILMN_2060212	TBC1D24
ILMN_1774044	LOC647718
ILMN_1766087	OR2G6
ILMN_1808769	C1orf97
ILMN_1687199	LOC732391
ILMN_1752520	SLFN11
ILMN_2162860	SLFN11
ILMN_2328433	NOP2
ILMN_2361400	ABCA12
ILMN_1719772	SPAG11B
ILMN_1813775	GAK
ILMN_1855310	
ILMN_1670948	TSR2
ILMN_2405400	GRK4
ILMN_1793570	C11orf72
ILMN_1801098	TSLP
ILMN_2168564	KLHL14
ILMN_1748123	KLHL14
ILMN_1706779	LIG1
ILMN_1687971	CAPN3
ILMN_1728228	ZNF548
ILMN_2376050	FXYD3
ILMN_1791580	FXYD3
ILMN_1688316	LOC645186
ILMN_1846052	
ILMN_1657701	TMEM137
ILMN_2177234	DEFB104B
ILMN_1886044	
ILMN_1916390	
ILMN_1897296	
ILMN_1767747	HDAC2
ILMN_1807851	LOC647802
ILMN_1776656	BBS7
ILMN_1775012	BBS7
ILMN_1726545	LILRA5
ILMN_1784834	OR52E6
ILMN_1806683	LOC730862
ILMN_1904918	
ILMN_1653846	WHDC1L2
ILMN_1757388	OCEL1
ILMN_1679428	CHIC2
ILMN_1704765	ZSCAN22
ILMN_1676997	TREX1
ILMN_1847158	
ILMN_1692200	LOC134466
ILMN_1688666	HIST1H2BH
ILMN_1745473	LOC727942
ILMN_1868092	
ILMN_1821541	
ILMN_1681049	LOC441811
ILMN_1876737	
ILMN_1775830	TM4SF20
ILMN_1737146	TRAM1
ILMN_1840273	
ILMN_2102201	GPR19
ILMN_1805973	GPR19
ILMN_1863851	
ILMN_1855355	
ILMN_1691916	KIAA1919
ILMN_1904130	
ILMN_1795336	PTER
ILMN_2392624	PTER
ILMN_1866304	
ILMN_2187071	C1orf201
ILMN_1692045	LOC643100
ILMN_1849288	
ILMN_1875480	
ILMN_1730825	SGOL1
ILMN_1891663	
ILMN_1689861	LOC653882
ILMN_2275742	DNASE2B
ILMN_1692896	JMJD4
ILMN_1889344	
ILMN_1849079	
ILMN_1872444	
ILMN_1820586	
ILMN_1755954	CPEB3
ILMN_1786628	LOC653355
ILMN_1763960	LOC649162
ILMN_1827083	
ILMN_1794844	THRSP
ILMN_1727352	OR4S2
ILMN_2085012	TMEM176B
ILMN_1813669	ANKS1A
ILMN_1728371	LOC649242
ILMN_1715407	LOC644404
ILMN_1799579	CCDC51
ILMN_1688580	CAMP
ILMN_1746472	FLJ33651
ILMN_1875979	
ILMN_1819909	
ILMN_1742549	LOC649926
ILMN_1822171	
ILMN_1850842	
ILMN_1828031	
ILMN_1808354	SLC4A7
ILMN_1684714	LOC641944
ILMN_1913407	
ILMN_1748182	SRY
ILMN_1789294	LOC652222
ILMN_1909191	
ILMN_1865286	
ILMN_1660775	LOC650152
ILMN_1712389	CKLF
ILMN_1849504	
ILMN_2100731	CDH19
ILMN_2296422	SMC2
ILMN_1748923	SMC2
ILMN_2411190	SMC2
ILMN_1771089	SPG21
ILMN_1720083	EHD4
ILMN_2133799	ACAT2
ILMN_1691291	PIGS
ILMN_1700276	C14orf100
ILMN_1903858	
ILMN_1882271	
ILMN_2337974	PKIA
ILMN_1915012	
ILMN_1905577	
ILMN_1857247	
ILMN_1757754	SUDS3
ILMN_2284647	COL9A1
ILMN_2390099	COL9A1
ILMN_1719471	MSH3
ILMN_1837344	
ILMN_1909073	
ILMN_1737396	PSMD14
ILMN_2316844	RBPJ
ILMN_1691809	PSMA1
ILMN_1763398	CLEC17A
ILMN_2414878	STXBP1
ILMN_1765031	LOC339047
ILMN_1810881	ASB16
ILMN_2171295	PFTK1
ILMN_1656655	LOC654046
ILMN_1799369	ANKMY1
ILMN_1728645	LOC649095
ILMN_1686645	UTP14C
ILMN_1852166	
ILMN_1694223	DGCR8
ILMN_1871499	
ILMN_1697120	LOC648058
ILMN_1830837	
ILMN_1665201	LOC643327
ILMN_1714121	PRMT8
ILMN_1849961	
ILMN_1659000	XPNPEP3
ILMN_2054928	XPNPEP3
ILMN_1752257	LOC388946
ILMN_1753766	LOC388743
ILMN_1656802	LOXL2
ILMN_1671765	TRIM35
ILMN_1772073	OR2F2
ILMN_1817717	
ILMN_1908081	
ILMN_1666825	C1orf229
ILMN_1767980	LOC401497
ILMN_1820628	
ILMN_1693949	LOC650116
ILMN_1807719	CTNS
ILMN_1738010	CTNS
ILMN_1915660	
ILMN_1670522	LOC648476
ILMN_1675684	APOBEC3C
ILMN_1774528	GPRC5C
ILMN_1724211	GPRC5C
ILMN_1654496	LOC646168
ILMN_1668985	LOC653855
ILMN_1732096	LOC390231
ILMN_1857637	
ILMN_1902692	
ILMN_1837577	
ILMN_1745554	FLJ16171
ILMN_1848585	
ILMN_1732860	FLJ26850
ILMN_1851239	
ILMN_1670693	LIPE
ILMN_1863521	
ILMN_1763765	RAD1
ILMN_1737635	RAD1
ILMN_2222317	DNAJB4
ILMN_1813019	DNAJB4
ILMN_1785107	NXT2
ILMN_1699809	CAPNS2
ILMN_1706554	LOC644500
ILMN_1786189	MKI67IP
ILMN_1677719	CHST1
ILMN_1893473	
ILMN_1662908	LOC653149
ILMN_2211728	GUCA1B
ILMN_1709607	FLJ44881
ILMN_1855062	
ILMN_1731326	FLJ46210
ILMN_1725534	ACTN4
ILMN_1694913	LMO3
ILMN_1680230	LOC647264
ILMN_1914708	
ILMN_1810514	SLC25A44
ILMN_1666074	CD8B
ILMN_1766247	ZBTB2
ILMN_1879151	
ILMN_1791006	AHI1
ILMN_1670589	LOC643933
ILMN_1688205	KLK10
ILMN_1674046	C10orf128
ILMN_1729644	LOC643008
ILMN_1815480	NAT8
ILMN_1789500	KIAA1875
ILMN_1850500	
ILMN_2319326	ADARB1
ILMN_1694357	KIAA1109
ILMN_2404256	PTPRT
ILMN_1899601	
ILMN_1768856	CHAT
ILMN_1757604	TPM2
ILMN_1789196	TPM2
ILMN_1809582	VPS13C
ILMN_1754538	C10orf58
ILMN_1787480	LOC645363
ILMN_1909661	
ILMN_1777344	RPS13
ILMN_1672596	BCAR1
ILMN_1738003	POU3F4
ILMN_2298365	PPP2R2B
ILMN_1731745	NINJ2
ILMN_1797731	MS4A6A
ILMN_1687875	UNC5C
ILMN_1764967	LOC388259
ILMN_1763941	LRRC49
ILMN_1733421	PRKCQ
ILMN_1674983	LOC387841
ILMN_1877620	LOC731227
ILMN_1757629	GJC3
ILMN_1728490	KIAA1530
ILMN_1677695	KIAA1530
ILMN_1729827	KIAA1530
ILMN_1799920	LOC441752
ILMN_2368268	AIPL1
ILMN_1732967	KIAA1949
ILMN_1761314	NFS1
ILMN_1703079	NFS1
ILMN_1715508	NNMT
ILMN_1865597	
ILMN_1740407	CHSY3
ILMN_1806951	CSTF3
ILMN_1654690	CECR5
ILMN_1665035	KRT14
ILMN_1835078	
ILMN_1899172	
ILMN_1891713	
ILMN_1657812	LOC644951
ILMN_1846242	
ILMN_1725510	DHCR24
ILMN_1847423	
ILMN_1903670	
ILMN_1661032	LOC641926
ILMN_1863862	
ILMN_1876585	
ILMN_1899713	
ILMN_1749752	NOLA1
ILMN_1893739	
ILMN_1858247	
ILMN_1718358	LOC651864
ILMN_1903900	
ILMN_1850156	
ILMN_1760305	KIAA1545
ILMN_1781986	UCRC
ILMN_1651967	TP53I3
ILMN_1722559	NEUROD6
ILMN_1671721	LOC731396
ILMN_1782488	RNASEH2B
ILMN_1725145	POLA
ILMN_1750981	SLC25A26
ILMN_2180239	DOPEY2
ILMN_1741711	DOPEY2
ILMN_1890575	
ILMN_1812877	ZNF688
ILMN_1687315	RXRA
ILMN_1654072	CX3CL1
ILMN_1688633	CLCN2
ILMN_2410905	HTR4
ILMN_1845347	
ILMN_1705767	CRAT
ILMN_1870529	
ILMN_1721344	MOBKL2A
ILMN_1675086	UNC13C
ILMN_1815686	EGLN2
ILMN_1675858	PMEPA1
ILMN_1713058	PSTPIP2
ILMN_1676765	LOC390354
ILMN_1655632	DVL1
ILMN_1867663	
ILMN_1875771	
ILMN_1698103	LOC222967
ILMN_1743933	TSHZ3
ILMN_1853239	
ILMN_1661940	CAMTA1
ILMN_2415979	KIAA1751
ILMN_1805408	LOC400796
ILMN_1907671	
ILMN_1712537	NODAL
ILMN_1833079	
ILMN_1747067	NPAS1
ILMN_1735180	NCSTN
ILMN_1699844	SCRN3
ILMN_2116516	SCRN3
ILMN_1657210	LOC645167
ILMN_1875622	
ILMN_1790411	LOC642414
ILMN_2317555	SPIN2B
ILMN_1894427	
ILMN_1878251	
ILMN_1664611	LOC643648
ILMN_1768960	ATG4A
ILMN_1727479	TPRG1L
ILMN_1853351	
ILMN_1740711	KIAA1571
ILMN_1658909	OSGEPL1
ILMN_1659273	LOC441408
ILMN_2232953	PRPS1L1
ILMN_1901867	
ILMN_1843768	
ILMN_1654262	ZMAT3
ILMN_2361104	ZMAT3
ILMN_1814917	TLE2
ILMN_2354649	SFRS13A
ILMN_2265082	SFRS13A
ILMN_1677162	SFRS13A
ILMN_1877512	
ILMN_1736017	LOC643834
ILMN_1734365	PAX2
ILMN_1757914	C19orf56
ILMN_1898368	
ILMN_2383290	TRIM14
ILMN_1914257	
ILMN_2044645	CGB1
ILMN_1719750	CGB1
ILMN_1757317	LARS
ILMN_1813946	CABP1
ILMN_1839980	
ILMN_1829043	
ILMN_1652008	C15orf23
ILMN_1698950	PWP2
ILMN_1774800	KTELC1
ILMN_1660343	LOC653080
ILMN_1698909	LOC642936
ILMN_1783621	CMPK2
ILMN_1817524	
ILMN_1753523	SDC3
ILMN_1766176	RAP1A
ILMN_1688312	PSPHL
ILMN_1835466	
ILMN_1691409	SEC31A
ILMN_2399896	SEC31A
ILMN_1724959	SEC31A
ILMN_1734909	CUZD1
ILMN_2189993	MRPS35
ILMN_2335123	DUB3
ILMN_1665038	LOC652733
ILMN_1675304	FLJ46284
ILMN_1842913	
ILMN_1817240	
ILMN_1750088	VRK2
ILMN_1720075	LOC649908
ILMN_1848982	
ILMN_1678726	LOC648672
ILMN_1683065	C2orf64
ILMN_1905644	
ILMN_1898096	
ILMN_1709541	ATP2A1
ILMN_1674460	ATP2A1
ILMN_1770052	ATP2A1
ILMN_1783303	HSP90AB4P
ILMN_2127098	HSP90AB4P
ILMN_1668740	LOC651721
ILMN_1817048	
ILMN_1841748	
ILMN_1727606	C12orf59
ILMN_2366192	FGL1
ILMN_1767542	THAP10
ILMN_2204664	NBPF14
ILMN_1698067	NBPF14
ILMN_1820251	
ILMN_1756289	PPP1R12B
ILMN_2379375	PPP1R12B
ILMN_1757220	PLAC1L
ILMN_1786984	DCTN3
ILMN_1682402	SNORD46
ILMN_1807919	TNS1
ILMN_1697342	HOXC11
ILMN_1722491	APRT
ILMN_1726410	APRT
ILMN_1696432	IDH1
ILMN_2091347	IDH1
ILMN_1829011	
ILMN_1869592	
ILMN_1901336	
ILMN_1849944	
ILMN_2096191	AASDHPPT
ILMN_1698189	AASDHPPT
ILMN_1904351	
ILMN_1781764	HNRNPH2
ILMN_2365595	GMPR2
ILMN_1791902	RARA
ILMN_1824784	
ILMN_1835439	
ILMN_1765872	SIPA1L3
ILMN_1791242	LOC644923
ILMN_1755215	SAMD5
ILMN_1801697	C19orf46
ILMN_1884070	
ILMN_1752046	SH2B3
ILMN_1805996	SIN3A
ILMN_2225577	C5orf37
ILMN_1910224	
ILMN_1698001	NCK1
ILMN_2349444	NUDT2
ILMN_1778347	NUDT2
ILMN_1855291	
ILMN_2340919	GRB10
ILMN_1829708	
ILMN_1696683	THRB
ILMN_1916965	
ILMN_1707475	UBE2E2
ILMN_1792305	ZNF318
ILMN_1724533	LY96
ILMN_1885221	
ILMN_1657769	EIF5
ILMN_1701596	RPS20
ILMN_1723185	ELOF1
ILMN_1675007	ZSCAN5A
ILMN_2383484	C19orf48
ILMN_1759184	C19orf48
ILMN_1822384	
ILMN_1655722	BCL2L15
ILMN_1694666	BCL2L15
ILMN_1703346	CHRNE
ILMN_2333708	STAG2
ILMN_1856707	
ILMN_2069593	SFRS2IP
ILMN_1843840	
ILMN_2194688	DKK2
ILMN_1695506	DKK2
ILMN_2242998	ZNF682
ILMN_1807263	ZNF682
ILMN_2313889	ZNF682
ILMN_1662492	GDNF
ILMN_1867476	
ILMN_1858819	
ILMN_2345872	SUMF2
ILMN_1685371	SUMF2
ILMN_1797098	LOC440491
ILMN_1710876	LOC442299
ILMN_1809467	VAMP5
ILMN_1778168	ELMO2
ILMN_1914034	
ILMN_1778730	MRPL39
ILMN_2088876	MAGEC2
ILMN_1757152	MAGEC2
ILMN_1724213	PAGE2
ILMN_1781276	TMCO4
ILMN_1838498	
ILMN_1701993	GRID1
ILMN_1688838	OGN
ILMN_1734231	DDOST
ILMN_1887927	
ILMN_1682147	HOOK2
ILMN_1723087	MDK
ILMN_2349393	MDK
ILMN_2261876	MDK
ILMN_1666820	LOC643910
ILMN_1666773	C21orf90
ILMN_1791826	RAB25
ILMN_2131269	PRED57
ILMN_1787103	LOC643612
ILMN_1897577	
ILMN_1755299	LOC651537
ILMN_1654452	LOC441378
ILMN_2203896	SMAD7
ILMN_2203891	SMAD7
ILMN_1710591	LOC285484
ILMN_1664102	KIAA1160
ILMN_1676721	NF2
ILMN_1671267	NF2
ILMN_1787933	LOC651834
ILMN_1676595	PCSK6
ILMN_1710070	PCSK6
ILMN_2206126	RAET1L
ILMN_2267365	C11orf17
ILMN_2359029	C11orf17
ILMN_1820699	
ILMN_1743187	C6orf120
ILMN_1864010	
ILMN_1756811	C1orf103
ILMN_1868672	
ILMN_1813427	FLJ41327
ILMN_1869545	
ILMN_2313926	CDC42SE2
ILMN_1745946	CCDC5
ILMN_1667877	SLC26A11
ILMN_1911986	
ILMN_1698330	NIT1
ILMN_2360448	TAF1A
ILMN_1655844	TAF1A
ILMN_1776129	ASAH2
ILMN_1780786	ASAH2
ILMN_2114894	FLJ16124
ILMN_1911771	
ILMN_2163873	FNDC1
ILMN_1863919	
ILMN_1883473	
ILMN_1710768	ZNF673
ILMN_1787257	GLP1R
ILMN_1901205	
ILMN_1671891	PID1
ILMN_1891085	
ILMN_1803045	TUBGCP5
ILMN_2238383	MFSD2B
ILMN_1727938	ZNF764
ILMN_1799488	ZNF383
ILMN_1696583	ZNF169
ILMN_1713918	CYTH3
ILMN_2160727	CYTH3
ILMN_1786597	LOC653533
ILMN_1714172	MGC26733
ILMN_1776703	TIRAP
ILMN_1865831	
ILMN_1913880	
ILMN_1699411	LOC645645
ILMN_1813598	ADRA1A
ILMN_1655163	STK24
ILMN_1702723	STK24
ILMN_1809435	MSGN1
ILMN_1910446	
ILMN_1745276	LOC730262
ILMN_1665285	LOC730262
ILMN_1671314	UXT
ILMN_1757978	FLJ20309
ILMN_1712171	LOC286260
ILMN_1875887	
ILMN_1839021	
ILMN_1818534	
ILMN_1691606	LYG2
ILMN_1911585	
ILMN_1765493	SHKBP1
ILMN_1743432	DGUOK
ILMN_1716832	ACSF3
ILMN_1683231	FAM83F
ILMN_1695311	HLA-DMA
ILMN_1789781	PIM3
ILMN_2366212	CD79B
ILMN_1796326	TTTY9A
ILMN_1736965	SIGIRR
ILMN_1656492	LOC389422
ILMN_1689456	ZBTB20
ILMN_1659508	LOC148003
ILMN_1838272	
ILMN_1823745	
ILMN_1788061	SEPT12
ILMN_2162358	ZNF597
ILMN_2227195	CCDC65
ILMN_1879414	
ILMN_1794452	LOC652331
ILMN_1708064	MAP4
ILMN_1853258	
ILMN_1841885	
ILMN_1739434	LOC649184
ILMN_1703881	LOC441528
ILMN_1878019	
ILMN_1788936	KREMEN1
ILMN_1793445	LOC645781
ILMN_1812669	HTRA3
ILMN_1906287	
ILMN_1781585	FKBP9L
ILMN_2089977	FKBP9L
ILMN_1677274	C9orf172
ILMN_1662989	PRB2
ILMN_1770635	SOX2
ILMN_2105308	DPM1
ILMN_1658992	DPM1
ILMN_1812640	AHR
ILMN_1697203	LOC650804
ILMN_1842500	
ILMN_1684434	SLC17A5
ILMN_1903423	
ILMN_1803593	WNT3
ILMN_1674217	ATP11A
ILMN_1762188	GPR158L1
ILMN_1668663	LOC648001
ILMN_2354140	NAT5
ILMN_1689097	NAT5
ILMN_1698324	AVPR2
ILMN_1906728	
ILMN_1802519	VPS36
ILMN_1717482	DKFZp686O1327
ILMN_1800697	LDB2
ILMN_1881042	
ILMN_2155516	QTRTD1
ILMN_1733407	QTRTD1
ILMN_2409451	NCKAP1
ILMN_1786045	SLC24A5
ILMN_1824726	
ILMN_1780236	PMM1
ILMN_1679798	TLR9
ILMN_1902161	
ILMN_1651325	LOC653493
ILMN_1692056	HS3ST3A1
ILMN_1672843	FBXO8
ILMN_1752035	LOC646191
ILMN_1693836	LOC653344
ILMN_1661544	DGKA
ILMN_1742381	LOC643085
ILMN_1862562	
ILMN_1674366	LHX4
ILMN_1890301	
ILMN_1683296	LOC650836
ILMN_1706117	LOC391656
ILMN_1902172	LOC389120
ILMN_1716377	HMGCLL1
ILMN_1726554	IREB2
ILMN_2217212	ZNF564
ILMN_2184884	FAM154B
ILMN_1825632	
ILMN_1677076	LOC441771
ILMN_1657148	C19orf23
ILMN_1915028	
ILMN_1711557	OR7A10
ILMN_1840895	
ILMN_1788756	C11orf36
ILMN_1821344	
ILMN_1734366	RORC
ILMN_2275399	RORC
ILMN_1771126	RORC
ILMN_2092756	TMEM109
ILMN_1819600	
ILMN_1698072	PITRM1
ILMN_1730416	CYCS
ILMN_1750641	SRCAP
ILMN_1670524	LOC644586
ILMN_1909074	
ILMN_1905177	
ILMN_1710479	RGMB
ILMN_1773696	RGMB
ILMN_1813645	NEK11
ILMN_1833743	
ILMN_1826765	
ILMN_1902765	
ILMN_1695366	OR8U9
ILMN_2102356	OR8U9
ILMN_2142815	RPL35
ILMN_1701873	C9orf50
ILMN_1708798	EAF2
ILMN_1726523	OR10G3
ILMN_1684758	ETFB
ILMN_2300970	ETFB
ILMN_1791588	NCAM1
ILMN_1702305	NCAM1
ILMN_1806275	ADAT3
ILMN_1856112	
ILMN_1652719	TMCO5A
ILMN_1864370	
ILMN_1766741	LOC643475
ILMN_1670008	FLCN
ILMN_1885755	
ILMN_1794156	DYRK1A
ILMN_1773814	MUSTN1
ILMN_1746552	WDR17
ILMN_2323385	TRIM4
ILMN_1792265	TRIM4
ILMN_1761486	C13orf34
ILMN_1831542	
ILMN_1740166	LOC643449
ILMN_1753225	LOC653123
ILMN_1885165	
ILMN_1712155	RPL6
ILMN_1717490	RPL6
ILMN_1690494	RPL6
ILMN_1652722	C14orf2
ILMN_1751195	LOC653438
ILMN_1881598	LOC727944
ILMN_1696512	AHSP
ILMN_1658834	ZC3H18
ILMN_1676941	LOC642809
ILMN_1732534	CHMP5
ILMN_2113333	LGALS9B
ILMN_1656869	LGALS9B
ILMN_1789775	WDR74
ILMN_1809866	WDR74
ILMN_1662140	SGPP2
ILMN_1818248	
ILMN_1710243	OR1F1
ILMN_1719236	CDH5
ILMN_1654851	FAM134A
ILMN_2185427	C16orf11
ILMN_1685630	SIGLEC6
ILMN_1748206	C20orf160
ILMN_1790042	LOC653981
ILMN_1660227	LOC646434
ILMN_1676411	PMS2L2
ILMN_1701475	LOC126860
ILMN_1663541	B4GALT7
ILMN_1843022	
ILMN_2366041	ITM2C
ILMN_1680453	ITM2C
ILMN_1719828	LOC653052
ILMN_1860620	
ILMN_2255382	PVRL2
ILMN_2337336	PVRL2
ILMN_2253246	DNAJC28
ILMN_1716298	LOC731102
ILMN_1902002	
ILMN_1807171	PLA2G5
ILMN_1915763	
ILMN_1796543	LOC651680
ILMN_1792314	ACTR1A
ILMN_1687858	CALM2
ILMN_1756935	OSBPL6
ILMN_1763561	OSBPL6
ILMN_2207562	C4orf16
ILMN_2207561	C4orf16
ILMN_1791084	LOC642132
ILMN_1693740	LOC647834
ILMN_1795428	WDR59
ILMN_1703075	PYY
ILMN_1896341	
ILMN_1917063	
ILMN_1884999	
ILMN_1845240	
ILMN_1894969	
ILMN_1746526	DAZAP1
ILMN_1746257	DAZAP1
ILMN_1731222	FGL1
ILMN_1917145	
ILMN_1683761	CXorf48
ILMN_1826046	
ILMN_2133125	LRRC43
ILMN_1661043	LOC651530
ILMN_1854541	
ILMN_1715452	FREM1
ILMN_1851208	
ILMN_1778523	KLF9
ILMN_1747839	ANKRD20A1
ILMN_1679184	ANKRD20A1
ILMN_1670452	ANKRD20A1
ILMN_2283772	HEPACAM2
ILMN_2388263	HEPACAM2
ILMN_1804593	HEPACAM2
ILMN_1822738	
ILMN_1739126	TMEM213
ILMN_1906212	
ILMN_1765480	C10orf4
ILMN_1902989	
ILMN_1854105	
ILMN_1676907	SPAG8
ILMN_2295698	AFG3L1
ILMN_2409898	AFG3L1
ILMN_2045610	PPP1R2P3
ILMN_2108938	FNBP4
ILMN_1876221	
ILMN_1716149	C21orf74
ILMN_1862644	
ILMN_1681300	LOC641806
ILMN_1675687	LOC644701
ILMN_1658207	MSLNL
ILMN_1850721	
ILMN_1817493	
ILMN_1912323	
ILMN_1887660	
ILMN_1908463	
ILMN_1826423	
ILMN_1900675	
ILMN_1750101	S100A11
ILMN_2382309	TCL1B
ILMN_1784905	C18orf58
ILMN_1888504	
ILMN_1786215	ZNF3
ILMN_1778560	ZNF3
ILMN_1745076	CLINT1
ILMN_1894714	
ILMN_1810000	RDH16
ILMN_1781537	KDM1B
ILMN_1801193	LOC652777
ILMN_1826226	
ILMN_1702983	LOC652679
ILMN_1659845	KIAA0355
ILMN_1779673	HDGFL1
ILMN_1805464	LOC649967
ILMN_1678919	YOD1
ILMN_1871551	
ILMN_1891951	
ILMN_1870070	
ILMN_1727049	LOC402509
ILMN_1780756	RBM23
ILMN_1793959	ADPGK
ILMN_1905132	
ILMN_1767846	LOC644336
ILMN_1866621	
ILMN_1833367	
ILMN_1688630	RECK
ILMN_2067269	RECK
ILMN_2365528	HAUS8
ILMN_1768020	HAUS8
ILMN_1656293	GOSR2
ILMN_1722812	GOSR2
ILMN_1833504	
ILMN_2166543	DNAJC6
ILMN_2355168	MGST1
ILMN_1769606	PIWIL4
ILMN_2147078	PIWIL4
ILMN_1718285	HOXC8
ILMN_1714050	LOC727737
ILMN_1875636	
ILMN_1803429	CD44
ILMN_1708248	LILRB1
ILMN_1807515	CSTF2T
ILMN_1703852	EFNB2
ILMN_1659862	FAM7A3
ILMN_1884929	
ILMN_2391051	FCGR1B
ILMN_2345564	TGM5
ILMN_2259966	TGM5
ILMN_1853012	
ILMN_1911667	
ILMN_1764188	C9orf93
ILMN_1655893	C9orf93
ILMN_1678265	LOC646114
ILMN_1709101	AKAP13
ILMN_1710512	PFN2
ILMN_1775448	PFN2
ILMN_2149624	IL29
ILMN_1684570	IL29
ILMN_2109416	NAPSB
ILMN_2125562	MOBK1B
ILMN_1661778	MTL5
ILMN_1652505	APEX2
ILMN_1884442	
ILMN_1890099	
ILMN_2352023	RIPK5
ILMN_1721134	TGM1
ILMN_1811836	DYNC2LI1
ILMN_1712945	DYNC2LI1
ILMN_1712405	LOC642468
ILMN_1718352	LOC642269
ILMN_1704241	OR52A4
ILMN_1911317	
ILMN_1896741	
ILMN_1780103	ZNF781
ILMN_1849420	
ILMN_1846759	
ILMN_1684000	EDA
ILMN_1698186	IFNA2
ILMN_1885944	
ILMN_1690443	C14orf82
ILMN_1846430	
ILMN_1655206	ZBTB34
ILMN_1891409	
ILMN_2143220	ANGPTL3
ILMN_2129161	LRRC32
ILMN_1712822	LOC644704
ILMN_1763419	TOP1
ILMN_2377980	PPP1CA
ILMN_1699489	TUBB6
ILMN_1708501	LOC644876
ILMN_1879228	
ILMN_2148527	H19
ILMN_1881681	
ILMN_1744701	RGSL2
ILMN_1776214	TGM6
ILMN_1659852	PWWP2B
ILMN_1764609	PWWP2B
ILMN_1908274	
ILMN_1872714	
ILMN_1859111	
ILMN_2187727	NOC3L
ILMN_1682931	LOC389722
ILMN_1854840	
ILMN_1741175	RAB11FIP2
ILMN_2072541	RAB11FIP2
ILMN_1905664	
ILMN_1906626	
ILMN_1912282	
ILMN_1724372	SIRT3
ILMN_1654392	KHNYN
ILMN_2190414	ZNF83
ILMN_1903049	
ILMN_1778077	NOX1
ILMN_1657285	LOC441762
ILMN_1775486	SSPN
ILMN_1759402	LOC647466
ILMN_1865405	
ILMN_1907861	
ILMN_1863469	
ILMN_1725496	KCNAB2
